observation,test_name,Excitation_direction,Speed,Pin_des,Pout_des,Pin,Pout,Temp,Flow,Swirl,delta_P,viscosity,gamma,zeta,Cin,Cout,D,L,Cd,Kxx_2,Kxx_5 ,Kxx_7,Kxx_9,Kxx_11,Kxx_13,k_xy_2,k_xy_5,k_xy_7,k_xy_9,k_xy_11,k_xy_13,Cxx_2,Cxx_5,Cxx_7,Cxx_9,Cxx_11,Cxx_13,c_xy_2,c_xy_5,c_xy_7,c_xy_9,c_xy_11,c_xy_13
203,HC5_TP223_14000_35_H ,H,14000,35,25,34.782738,26.321011,25.65295,1.42927,0.164951,8.462,1.86E-05,1.461,0.995,0.523,0.321,219.775,65,1.945,8.903603526,9.269752961,,9.423676055,9.475189069,9.38518889,3.575871,3.361035,,3.303857,3.520049,4.664882,0.011053,0.010896,,0.011066,0.011276,0.012249,0.000727,-0.000761,,-0.000887,-0.001257,-0.00181
204,HC5_TP224_14000_50_V ,V,14000,50,25,51.008423,23.503539,14.490615,2.72019,-0.155466,27.505,1.85E-05,1.498,0.992,0.512,0.32,219.775,65,1.945,25.32165305,26.6644924,,28.60626261,29.97361592,32.45885362,-1.274925,-1.402179,,-1.41332,-1.306606,-1.038323,0.017079,0.020439,,0.02471,0.022954,0.022553,-0.000861,0.000868,,0.001409,0.001143,0.00086
205,HC5_TP225_14000_50_H ,H,14000,50,25,49.774055,24.132624,24.711552,2.695465,-0.174263,25.641,1.88E-05,1.487,0.996,0.513,0.32,219.775,65,1.945,24.16784858,25.09231488,,27.08219479,28.36872983,29.97143417,-2.829174,-2.956249,,-3.301968,-3.604407,-4.678549,0.018942,0.019856,,0.025661,0.023946,0.023699,-0.007526,-0.002518,,-0.000362,0.001028,0.002434
206,HC5_TP226_14000_50_V ,V,14000,50,25,51.039273,24.087179,20.422812,2.720451,-0.181941,26.952,1.87E-05,1.493,0.994,0.513,0.32,219.775,65,1.945,25.09759917,25.90830289,,27.53948814,28.88827572,31.07474618,-1.442345,-1.63929,,-2.187553,-2.227397,-2.128863,0.016555,0.020243,,0.019658,0.019164,0.019496,-0.000774,0.00026,,0.000602,0.000818,0.000785
207,HC5_TP227_14000_50_H ,H,14000,50,25,50.510786,24.149844,22.361766,2.736719,-0.185501,26.361,1.88E-05,1.49,0.995,0.513,0.32,219.775,65,1.945,23.87042701,24.7699148,,26.61163848,27.90887731,29.51535894,-2.766166,-2.985739,,-3.408847,-3.854238,-4.981686,0.018553,0.019957,,0.020048,0.0198,0.020168,-0.007453,-0.002597,,-0.000612,0.000576,0.001961
208,HC5_TP228_14000_65_V ,V,14000,65,20,66.042797,22.282432,16.753344,3.535026,-0.17475,43.76,1.89E-05,1.524,0.995,0.503,0.318,219.775,65,1.945,34.70593542,36.53234247,,40.26368666,42.78430599,46.56580621,-1.369978,-1.646654,,-1.612031,-1.522251,-1.341668,0.027451,0.030138,,0.027915,0.026752,0.026594,0.000404,0.001374,,0.001788,0.001783,0.001839
209,HC5_TP229_14000_65_H ,H,14000,65,20,66.032801,22.145615,14.967031,3.496048,-0.177231,43.887,1.88E-05,1.526,0.994,0.503,0.318,219.775,65,1.945,34.22249,36.39018173,,40.49869592,42.57173265,45.77017602,-2.523134,-2.627218,,-2.685173,-3.854638,-5.746678,0.026915,0.029049,,0.027242,0.026542,0.02687,-0.008993,-0.003669,,-0.001969,-0.000626,0.001546
210,HC5_TP230_14000_75_V ,V,14000,75,25,73.196453,28.449431,20.126365,3.986399,-0.164449,44.747,1.91E-05,1.532,0.998,0.502,0.318,219.775,65,1.945,36.97921139,38.50518571,,41.77249804,44.11553456,47.3367756,-2.247545,-2.40421,,-3.292563,-3.267648,-3.342971,0.025149,0.031008,,0.038527,0.035313,0.034034,0.000354,0.000684,,0.001883,0.002065,0.002401
211,HC5_TP231_14000_75_H ,H,14000,75,25,74.169667,29.034917,22.622734,4.05695,-0.176354,45.135,1.92E-05,1.531,1,0.502,0.318,219.775,65,1.945,37.5348182,39.0872294,,42.85998568,45.44486448,48.0783965,-3.771025,-3.85913,,-4.276434,-4.415958,-5.180143,0.028675,0.031233,,0.039566,0.036474,0.03538,-0.010369,-0.00381,,-0.000889,0.001304,0.00315
212,HC5_TP232_14000_75_V ,V,14000,75,55,75.921525,58.066144,14.6525,3.145556,-0.13114,17.855,1.90E-05,1.544,0.996,0.518,0.32,219.775,65,1.945,18.63741599,19.34059012,,19.39488813,19.08254469,18.46191623,0.687731,0.229945,,-0.261897,-0.130978,-0.088242,0.022843,0.025572,,0.024982,0.024445,0.026744,-0.004442,-0.00003,,0.001075,0.001384,0.00154
213,HC5_TP233_14000_75_H ,H,14000,75,55,74.267879,57.447966,18.736304,3.030203,-0.144413,16.82,1.91E-05,1.536,0.998,0.518,0.321,219.775,65,1.945,18.02034272,18.5422461,,18.38661428,17.80104182,16.44257491,-0.41865,-0.515253,,-1.632091,-2.413176,-4.312152,0.025825,0.024587,,0.024092,0.023884,0.02537,-0.008684,-0.002755,,-0.000486,0.000708,0.001398
214,HC5_TP234_14000_100_V ,V,14000,100,45,99.252974,45.795,20.113041,5.105924,-0.168661,53.458,1.97E-05,1.575,1.008,0.497,0.317,219.775,65,1.945,47.1291331,49.08916775,,52.77700784,55.03626726,57.94992015,-2.444245,-2.705763,,-2.07623,-1.272797,-0.932888,0.034858,0.040556,,0.036934,0.035748,0.035299,0.000315,0.003337,,0.003961,0.003529,0.002721
215,HC5_TP235_14000_100_H ,H,14000,100,45,99.980526,46.342368,21.531172,5.17382,-0.172862,53.638,1.98E-05,1.574,1.009,0.497,0.317,219.775,65,1.945,46.45837411,48.34740684,,52.73277135,54.9811564,56.96456906,-4.321803,-4.31943,,-4.175447,-4.982462,-5.728021,0.034556,0.038569,,0.037241,0.035859,0.036381,-0.013104,-0.003762,,-0.000802,0.000583,0.003148
216,HC5_TP236_14000_150_V ,V,14000,150,50,154.267654,51.223792,14.437474,7.753692,-0.152522,103.044,2.17E-05,1.663,1.038,0.469,0.313,219.775,65,1.945,72.51282106,77.01423169,,83.90321677,86.87904416,92.47353962,-2.034821,-2.146787,,-1.2659,-1.248866,-1.455892,0.060659,0.066668,,0.059477,0.056933,0.053842,0.000512,0.006777,,0.005358,0.004261,0.003287
217,HC5_TP237_14000_150_H ,H,14000,150,50,154.1422,51.128425,14.529896,7.735561,-0.153027,103.014,2.17E-05,1.663,1.038,0.469,0.313,219.775,65,1.945,73.29989808,77.30845626,,84.25129316,89.08445958,94.41023625,-4.349064,-2.68479,,-2.589787,-3.258083,-3.538086,0.060324,0.061537,,0.058175,0.056362,0.055028,-0.021767,-0.00767,,-0.006276,-0.002887,0.002298
218,HC5_TP238_14000_150_V ,V,14000,150,115,151.936088,112.123086,14.75021,6.123334,-0.131265,39.813,2.16E-05,1.66,1.036,0.505,0.319,219.775,65,1.945,39.51975371,41.75922052,,42.38760066,41.02034749,41.55610493,1.432317,0.753454,,0.19899,-0.546567,0.362899,0.05133,0.056051,,0.049744,0.049078,0.04887,-0.003695,0.002883,,0.003356,0.00386,0.003639
219,HC5_TP239_14000_150_H ,H,14000,150,115,151.906354,112.07285,14.973096,6.112172,-0.131867,39.834,2.16E-05,1.659,1.037,0.505,0.319,219.775,65,1.945,40.02168221,41.55417344,,42.88048568,41.60642654,40.81087728,-0.335786,-0.170837,,-1.625801,-2.820368,-5.286929,0.051404,0.053528,,0.048998,0.048784,0.049975,-0.015682,-0.005139,,-0.001247,0.000633,0.003936
220,HC5_TP240_14000_200_V ,V,14000,200,90,203.816331,91.300008,26.363281,9.142442,-0.165821,112.516,2.35E-05,1.684,1.089,0.463,0.312,219.775,65,1.945,85.31293666,87.17486607,,93.81705863,96.63114895,100.2906241,-4.217125,-4.761929,,-4.410403,-4.084285,-3.761703,0.065778,0.076963,,0.070663,0.066808,0.06405,-0.000306,0.010015,,0.009685,0.009295,0.007685
221,HC5_TP241_14000_200_H ,H,14000,200,90,202.382674,89.912099,25.464188,9.118478,-0.166303,112.471,2.35E-05,1.685,1.087,0.463,0.312,219.775,65,1.945,84.80815984,87.91448598,,95.134475,98.90707066,104.3763943,-8.531457,-7.950411,,-5.340714,-4.721091,-5.47714,0.063597,0.07116,,0.068088,0.066355,0.065733,-0.028879,-0.00988,,-0.00591,-0.001702,0.002803
222,HC5_TP242_14000_225_V ,V,14000,225,160,227.253629,166.430894,23.31528,8.919579,-0.135296,60.823,2.45E-05,1.709,1.11,0.493,0.317,219.775,65,1.945,57.00076967,58.46419698,,62.94792986,60.78177279,63.02024595,0.090324,-0.835021,,-0.715942,-2.242023,-0.880176,0.073089,0.078297,,0.068887,0.065126,0.064027,-0.000236,0.00727,,0.002199,0.004839,0.004956
223,HC5_TP243_14000_225_H ,H,14000,225,160,227.476772,165.945578,23.049479,8.930427,-0.134503,61.531,2.45E-05,1.71,1.11,0.493,0.317,219.775,65,1.945,56.97610182,58.57036642,,64.56713637,62.24811943,61.95064158,-1.595711,-0.156735,,-1.958661,-3.529652,-5.400484,0.064743,0.074737,,0.066053,0.065317,0.065358,-0.016411,-0.00227,,-0.006043,0.000577,0.007024
224,HC6_TP244_10000_130_V ,V,10000,130,100,128.423275,101.617885,18.684342,2.870882,0.143354,26.805,2.07E-05,1.62,1.023,0.505,0.338,219.775,65,1.18,23.61279494,22.05258582,20.74775702,19.31357846,17.77344493,,8.354275,8.035105,7.599932,6.939752,6.281947,,0.040064,0.039102,0.029554,0.030374,0.031249,,-0.006403,-0.003328,-0.001844,-0.00095,-0.000257,
225,HC6_TP245_10000_130_H ,H,10000,130,100,129.967919,101.38052,21.369943,3.017466,0.170538,28.587,2.07E-05,1.617,1.026,0.504,0.338,219.775,65,1.18,24.76560002,23.51860089,22.19223764,20.82040199,19.85307198,,9.326341,7.848496,6.83516,6.553393,7.323219,,0.04097,0.038709,0.029473,0.031303,0.03354,,0.001925,-0.000613,-0.000543,-0.000923,-0.001707,
226,HC6_TP246_10000_35_V ,V,10000,35,25,36.828928,26.405572,19.730568,0.998127,-0.047,10.423,1.84E-05,1.468,0.993,0.514,0.34,219.775,65,1.18,11.76525842,11.30380589,10.76332641,10.3930483,10.04602201,,-0.724161,-0.873543,-1.098767,-1.203988,-1.303419,,0.011914,0.011534,0.011414,0.011269,0.011171,,0.000932,0.000409,0.000352,0.000254,0.00007,
227,HC6_TP247_10000_35_H ,H,10000,35,25,36.694667,26.38941,18.909503,0.981575,-0.07196,10.305,1.84E-05,1.468,0.993,0.514,0.34,219.775,65,1.18,11.71443909,11.27304268,10.89439459,10.49710952,10.12023637,,-0.764948,-0.705629,-0.808442,-0.893028,-1.114439,,0.012489,0.011679,0.011584,0.011363,0.011422,,-0.002864,-0.0013,-0.000725,-0.0003,0.000357,
228,HC6_TP248_10000_65_V ,V,10000,65,50,68.30863,51.15591,22.17516,1.765811,-0.148,17.153,1.91E-05,1.521,0.998,0.51,0.339,219.775,65,1.18,17.96298106,16.90061966,15.94230996,15.07207443,14.05653658,,-1.145354,-1.559101,-1.922036,-2.075068,-2.153119,,0.019985,0.019798,0.019468,0.019031,0.018724,,0.001741,0.000353,0.000161,-0.000263,-0.000845,
229,HC6_TP249_10000_65_H ,H,10000,65,50,68.06088,51.11569,22.35112,1.75653,-0.139,16.945,1.91E-05,1.521,0.998,0.51,0.339,219.775,65,1.18,18.34009094,17.75853012,17.07489952,10.57884769,5.324948537,,-0.691478,-0.348729,-0.469143,-6.636597,-1.49687,,0.011798,0.017427,0.017735,0.009435,-0.000289,,-0.012161,-0.003524,-0.001776,-0.009629,0.000811,
230,HC6_TP250_10000_130_V ,V,10000,130,100,133.342389,101.456258,24.87062,3.36138,-0.245786,31.886,2.08E-05,1.614,1.03,0.502,0.337,219.775,65,1.18,32.78173968,30.86902208,29.40837036,28.02780428,26.44347706,,-2.259565,-3.149269,-3.817874,-4.099627,-4.309496,,0.035946,0.036546,0.036137,0.035294,0.035283,,0.00443,0.00166,0.000935,-0.000016,-0.00081,
231,HC6_TP251_10000_130_H ,H,10000,130,100,133.244127,101.413411,23.386569,3.330885,-0.257111,31.831,2.08E-05,1.617,1.029,0.502,0.337,219.775,65,1.18,17.97896265,17.24934209,16.65697938,15.99819855,15.51056129,,-1.0132,-1.052383,-1.243376,-1.428729,-1.867022,,0.020101,0.019671,0.019399,0.018933,0.018638,,-0.00382,-0.001676,-0.000571,0.000277,0.001206,
232,HC6_TP252_12000_35_V ,V,12000,35,25,36.799809,26.128986,24.640851,0.909879,0.087955,10.671,1.86E-05,1.465,0.995,0.514,0.34,219.775,65,1.18,9.14974921,8.912974819,,8.371747032,8.128382047,7.900969343,2.847024,2.783877,,2.611959,2.462688,2.202879,0.013123,0.012012,,0.011354,0.011088,0.011284,-0.002643,-0.001177,,-0.000456,-0.000019,0.000348
233,HC6_TP253_12000_35_H ,H,12000,35,25,36.745538,26.184179,26.876492,0.906175,0.0495,10.561,1.87E-05,1.463,0.995,0.514,0.34,219.775,65,1.18,9.110178349,8.900633134,,8.361259537,7.999912368,7.49724413,2.80864,2.587315,,2.222902,2.259249,2.636448,0.012305,0.012057,,0.011317,0.011126,0.011363,-0.00087,-0.000187,,-0.000817,-0.001173,-0.001619
234,HC6_TP254_12000_65_V ,V,12000,65,50,68.412387,51.296915,21.777013,1.543048,0.101816,17.115,1.91E-05,1.522,0.998,0.51,0.339,219.775,65,1.18,15.45838534,14.72843298,,13.26505078,12.30227367,10.95163202,4.192479,4.124533,,3.81003,3.484319,3.323586,0.023026,0.021503,,0.020328,0.019851,0.020905,-0.003923,-0.001714,,-0.000433,0.000298,0.000941
235,HC6_TP255_12000_65_H ,H,12000,65,50,68.049227,51.039786,19.827038,1.570239,0.09922,17.009,1.90E-05,1.524,0.997,0.51,0.339,219.775,65,1.18,15.83168521,15.18671619,,13.6107095,12.69420611,11.38031487,3.999879,3.514023,,2.814322,2.899889,3.599494,0.022114,0.021414,,0.020184,0.020039,0.020804,0.000086,0.000153,,-0.000525,-0.001129,-0.001705
236,HC6_TP256_12000_130_V ,V,12000,130,100,131.868876,101.701292,21.548841,2.845408,0.117965,30.168,2.08E-05,1.619,1.027,0.503,0.337,219.775,65,1.18,28.32489258,26.90327005,,24.39453545,22.72431218,20.94144134,7.463028,7.244221,,6.572729,6.071579,5.472187,0.043465,0.041313,,0.039048,0.038488,0.038696,-0.006826,-0.00365,,-0.001565,-0.000517,0.000244
237,HC6_TP260_14000_85_V ,V,14000,85,75,86.62304,77.087383,19.824773,1.246011,0.110581,9.536,1.94E-05,1.555,1.002,0.515,0.341,219.775,65,1.18,5.530151062,4.511185742,,1.373713184,-0.557655223,-3.484020215,4.935476,4.737103,,4.479165,4.378684,4.199692,0.021507,0.020574,,0.020462,0.020622,0.021676,0.000128,0.001578,,0.002244,0.002519,0.002964
